67163,17
67779,80
67921,5
68126,91
68221,39
68376,33
68530,91
68634,46
68699,52
68924,33
68942,83
69247,91
69568,96
70285,50
70390,88
70510,90
70530,50
71018,57
71198,86
71300,43
71406,77
71521,37
71655,91
71786,34
71934,17
72248,5
72737,78
72873,83
73195,32
73585,77
73771,92
74053,91
74372,37
74493,79
74949,57
75193,91
75255,91
75298,3
75314,72
75373,13
75800,3
75853,53
76083,35
76095,20
76333,50
76430,24
76474,42
76735,29
76770,83
76790,29
76887,90
77282,74
77389,32
77494,91
77592,24
77607,55
77696,36
78206,87
78784,44
79111,78
79601,35
79719,5
79829,17
79857,24
79866,62
79911,97
79933,9
80076,92
80106,92
80316,78
80429,29
80449,83
80579,44
80596,72
80616,97
80665,67
80711,27
80792,33
80907,57
81006,33
81139,50
81290,36
81437,79
81669,36
81678,74
82041,36
82340,52
82361,46
82610,91
82679,36
82976,72
82981,57
83054,69
83123,57
83425,2
83497,77
83918,69
83923,90
83988,78
84127,3
84378,5
84524,3
84526,72
84538,29
84567,57
84573,67
84618,97
84998,27
85521,62
85557,78
85907,55
85983,44
86056,34
86271,97
86834,33
86848,57
87081,91
87247,31
87322,72
87405,77
87408,31
87608,31
87628,83
87646,29
87649,9
87788,33
88273,32
88665,88
88772,58
89520,20
90218,91
90434,69
90438,44
90579,83
91036,15
91127,91
91392,77
91473,37
91575,93
91880,9
92135,5
92628,83
92649,66
92839,39
92847,50
93156,74
93238,19
93330,51
93785,17
94081,57
94105,16
94127,86
94306,66
94642,24
94732,27
95091,24
95145,72
95285,50
95340,24
95617,36
95783,33
95981,15
96115,44
96392,27
96409,79
96464,55
96766,72
97061,31
97071,83
97243,50
97426,77
97525,16
97569,35
97612,48
97683,37
98064,20
98297,29
98537,19
98757,82
98855,57
99042,15
99428,9
99629,3
99954,19
1.001e+05,53
1.0042e+05,48
1.0049e+05,52
1.0074e+05,33
1.0075e+05,5
1.008e+05,50
1.009e+05,87
1.0096e+05,29
1.0161e+05,100
1.018e+05,88
1.02e+05,35
1.021e+05,15
1.0219e+05,79
1.0223e+05,68
1.0228e+05,53
1.0229e+05,17
1.0247e+05,52
1.0254e+05,42
1.0254e+05,16
1.0308e+05,31
1.0356e+05,81
1.037e+05,33
1.0382e+05,36
1.0407e+05,37
1.0449e+05,79
1.0451e+05,15
1.0452e+05,1
1.0455e+05,100
1.0456e+05,90
1.0457e+05,91
1.0466e+05,91
1.0472e+05,57
1.0474e+05,53
1.0495e+05,53
1.0497e+05,5
1.0502e+05,80
1.051e+05,100
1.053e+05,24
1.0537e+05,79
1.0541e+05,27
1.0567e+05,74
1.0569e+05,35
1.0628e+05,74
1.0635e+05,1
1.0638e+05,15
1.0639e+05,3
1.0645e+05,81
1.0655e+05,74
1.0714e+05,29
1.0721e+05,46
1.0751e+05,90
1.0764e+05,5
1.0793e+05,90
1.0797e+05,52
1.0802e+05,5
1.0881e+05,51
1.0906e+05,83
1.0934e+05,92
1.0936e+05,83
1.0953e+05,66
1.0972e+05,46
1.1019e+05,60
1.1036e+05,5
1.1044e+05,100
1.1048e+05,27
1.1098e+05,24
1.1167e+05,42
1.1181e+05,31
1.1196e+05,79
1.1219e+05,53
1.1229e+05,66
1.1241e+05,90
1.1255e+05,16
1.1255e+05,33
1.1263e+05,83
1.1264e+05,20
1.1286e+05,3
1.1312e+05,5
1.1321e+05,93
1.1337e+05,79
1.1341e+05,52
1.135e+05,87
1.1368e+05,39
1.1383e+05,97
1.1392e+05,69
1.1396e+05,52
1.1401e+05,97
1.1412e+05,91
1.1446e+05,34
1.1463e+05,57
1.1474e+05,20
1.15e+05,5
1.1502e+05,93
1.1545e+05,42
1.155e+05,83
1.1565e+05,50
1.1578e+05,16
1.1614e+05,27
1.1627e+05,79
1.1629e+05,55
1.1634e+05,91
1.1749e+05,3
1.1762e+05,55
1.1769e+05,78
1.1793e+05,81
1.1799e+05,48
1.1819e+05,93
1.1837e+05,29
1.1841e+05,52
1.1847e+05,69
1.1856e+05,90
1.1859e+05,3
1.1866e+05,50
1.1871e+05,92
1.1886e+05,15
1.1895e+05,32
1.1898e+05,92
1.193e+05,80
1.1954e+05,27
1.1976e+05,82
1.2011e+05,87
1.2019e+05,29
1.2022e+05,31
1.2071e+05,37
1.2079e+05,33
1.2088e+05,29
1.2108e+05,54
1.2111e+05,97
1.212e+05,69
1.2126e+05,91
1.2142e+05,83
1.2154e+05,9
1.2186e+05,31
1.2207e+05,44
1.2212e+05,97
1.2227e+05,92
1.2238e+05,81
1.2239e+05,90
1.2269e+05,67
1.228e+05,14
1.2288e+05,86
1.229e+05,82
1.231e+05,5
1.2315e+05,74
1.2334e+05,20
1.2344e+05,33
1.2369e+05,32
1.2379e+05,77
1.2389e+05,100
1.2406e+05,35
1.2416e+05,3
1.2432e+05,91
1.2449e+05,68
1.2479e+05,36
1.2492e+05,3
1.2494e+05,24
1.2496e+05,80
1.2499e+05,86
1.251e+05,55
1.2513e+05,29
1.2527e+05,31
1.2534e+05,60
1.2548e+05,57
1.2564e+05,2
1.257e+05,80
1.2599e+05,3
1.2615e+05,32
1.2628e+05,44
1.2631e+05,16
1.2645e+05,50
1.2673e+05,54
1.2685e+05,72
1.2685e+05,52
1.2708e+05,96
1.271e+05,69
1.2711e+05,51
1.2714e+05,32
1.273e+05,68
1.2741e+05,17
1.2807e+05,91
1.2861e+05,82
1.2909e+05,29
1.2914e+05,27
1.292e+05,56
1.2966e+05,55
1.2998e+05,81
1.3015e+05,91
1.304e+05,97
1.3056e+05,53
1.3064e+05,16
1.3064e+05,33
1.3097e+05,74
1.3109e+05,60
1.3113e+05,100
1.3116e+05,16
1.3139e+05,36
1.314e+05,82
1.3147e+05,1
1.3169e+05,91
1.3185e+05,39
1.3185e+05,31
1.3236e+05,16
1.3236e+05,2
1.3258e+05,3
1.3264e+05,44
1.3267e+05,74
1.3287e+05,92
1.329e+05,31
1.3297e+05,3
1.332e+05,31
1.3328e+05,97
1.3356e+05,90
1.338e+05,78
1.3385e+05,14
1.3399e+05,43
1.3415e+05,66
1.3418e+05,80
1.3426e+05,33
1.347e+05,92
1.3471e+05,77
1.3493e+05,81
1.35e+05,24
1.351e+05,29
1.3522e+05,91
1.3545e+05,82
1.3576e+05,69
1.3604e+05,93
1.3607e+05,44
1.3622e+05,50
1.3625e+05,83
1.3665e+05,52
1.3709e+05,49
1.3713e+05,36
1.3753e+05,57
1.3784e+05,2
1.3797e+05,43
1.3798e+05,92
1.3807e+05,35
1.3815e+05,56
1.3838e+05,90
1.3845e+05,69
1.3848e+05,51
1.387e+05,91
1.3896e+05,33
1.391e+05,44
1.3912e+05,79
1.3938e+05,74
1.3938e+05,35
1.3942e+05,83
1.3944e+05,14
1.3945e+05,90
1.3962e+05,83
1.397e+05,3
1.3978e+05,44
1.398e+05,29
1.3982e+05,33
1.399e+05,29
1.404e+05,92
1.4049e+05,67
1.4074e+05,3
1.4078e+05,32
1.4097e+05,17
1.4099e+05,52
1.4124e+05,20
1.4145e+05,74
1.415e+05,31
1.4162e+05,93
1.4166e+05,74
1.4202e+05,66
1.4216e+05,62
1.4298e+05,1
1.4329e+05,13
1.4346e+05,83
1.4346e+05,29
1.4353e+05,58
1.4373e+05,31
1.4384e+05,96
1.4404e+05,57
1.4446e+05,83
1.4454e+05,33
1.4487e+05,49
1.4524e+05,60
1.454e+05,78
1.454e+05,53
1.4551e+05,56
1.4553e+05,51
1.4562e+05,15
1.4573e+05,81
1.4584e+05,91
1.4643e+05,55
1.4646e+05,33
1.4665e+05,56
1.4683e+05,77
1.4722e+05,82
1.4726e+05,33
1.4732e+05,67
1.4741e+05,2
1.4745e+05,90
1.4748e+05,43
1.4748e+05,37
1.477e+05,79
1.4791e+05,57
1.48e+05,58
1.4805e+05,54
1.4815e+05,77
1.4819e+05,77
1.4877e+05,2
1.4881e+05,87
1.491e+05,50
1.4914e+05,50
1.4924e+05,56
1.4961e+05,35
1.4982e+05,33
1.5002e+05,1
1.504e+05,14
1.5074e+05,78
1.5116e+05,33
1.5123e+05,81
1.5139e+05,24
1.5145e+05,54
1.5148e+05,19
1.5174e+05,97
1.5212e+05,57
1.522e+05,1
1.5238e+05,87
1.5266e+05,83
1.534e+05,14
1.5382e+05,56
1.5403e+05,53
1.5403e+05,90
1.5404e+05,82
1.5412e+05,27
1.5418e+05,82
1.5442e+05,57
1.5453e+05,91
1.5453e+05,9
1.5485e+05,48
1.5497e+05,27
1.5503e+05,31
1.5539e+05,91
1.5571e+05,24
1.5586e+05,72
1.559e+05,50
1.5596e+05,100
1.5605e+05,97
1.5608e+05,80
1.5612e+05,35
1.5647e+05,91
1.5656e+05,55
1.5658e+05,33
1.5666e+05,5
1.5667e+05,82
1.5672e+05,97
1.5686e+05,97
1.5706e+05,16
1.5717e+05,58
1.5725e+05,68
1.5732e+05,3
1.5759e+05,77
1.5785e+05,91
1.5862e+05,37
1.5869e+05,90
1.5881e+05,39
1.5882e+05,55
1.5898e+05,16
1.594e+05,36
1.5951e+05,91
1.5959e+05,93
1.5999e+05,32
1.6e+05,69
1.6009e+05,96
1.6033e+05,39
1.6087e+05,13
1.6097e+05,57
1.6136e+05,29
1.6143e+05,52
1.6164e+05,81
1.6185e+05,56
1.6216e+05,44
1.6266e+05,100
1.6334e+05,48
1.6397e+05,79
1.6408e+05,37
1.6408e+05,24
1.6418e+05,5
1.6425e+05,46
1.6426e+05,58
1.6427e+05,29
1.6427e+05,57
1.6463e+05,67
1.6485e+05,91
1.649e+05,87
1.6524e+05,42
1.6531e+05,79
1.6536e+05,62
1.6546e+05,54
1.6594e+05,27
1.6646e+05,72
1.6646e+05,96
1.6656e+05,91
1.6671e+05,55
1.6683e+05,19
1.6708e+05,35
1.6719e+05,36
1.6723e+05,50
1.6752e+05,97
1.6766e+05,1
1.6768e+05,16
1.6776e+05,83
1.6809e+05,43
1.6814e+05,3
1.682e+05,15
1.6824e+05,82
1.6846e+05,29
1.6904e+05,27
1.6914e+05,57
1.693e+05,15
1.6934e+05,91
1.6943e+05,27
1.6995e+05,92
1.7024e+05,100
1.7048e+05,58
1.7082e+05,43
1.7089e+05,41
1.7091e+05,51
1.7137e+05,58
1.7147e+05,55
1.7209e+05,97
1.7222e+05,27
1.7264e+05,91
1.7279e+05,54
